City,Area,Property_Type,Size_sqft,Bedrooms,Bathrooms,Age_Years,Facing,Highway_Distance_m,Price
Noida,Sector 62,Flat,1381,4,4,10,North,3844,10275476
Kanpur,Arya Nagar,House,4828,4,4,22,East,3942,16149909
Lucknow,Gomti Nagar,Flat,912,4,4,14,North-East,1920,7465337
Banaras,Sigra,Flat,3215,2,2,23,West,924,18265220
Banaras,Sigra,House,2365,3,3,20,West,2661,11719472
Banaras,Sigra,Flat,4541,5,5,10,North-East,344,28593551
Gorakhpur,Shahpur,Flat,3410,2,2,21,South,3133,12607460
Banaras,Sigra,Flat,678,3,3,12,North,2422,4261442
Lucknow,Indira Nagar,Plot,3135,0,0,0,North-East,1537,17535027
Kanpur,Kidwai Nagar,Plot,4547,0,0,0,North-East,602,17954700
Noida,Greater Noida,Flat,4402,3,3,14,East,186,37388683
Gorakhpur,Rustampur,Flat,3187,3,3,14,East,4644,10807949
Banaras,Sarnath,Plot,990,0,0,0,South,4871,3785582
Noida,Sector 62,Flat,2991,2,2,8,North-East,1988,22393349
Banaras,Sarnath,Plot,4158,0,0,0,North,4538,16880945
Noida,Greater Noida,Flat,1972,5,5,20,North-East,86,18248012
Banaras,Sigra,Flat,3427,2,2,12,North-East,2386,16753817
Lucknow,Indira Nagar,Plot,3887,0,0,0,South,3003,18844689
Noida,Greater Noida,Flat,3138,3,3,12,North-East,3321,21252869
Lucknow,Hazratganj,Flat,4604,2,2,17,North,3675,27826808
Kanpur,Kidwai Nagar,Plot,1200,0,0,0,South,4189,3600517
Lucknow,Gomti Nagar,Plot,4465,0,0,0,South,2585,28234061
Noida,Greater Noida,House,2554,1,1,3,South,4857,15264526
Gorakhpur,Shahpur,Plot,3038,0,0,0,North,2026,11900754
Banaras,Lanka,Flat,3933,5,5,21,South,692,29168606
Kanpur,Arya Nagar,Flat,4400,1,1,4,West,1260,17689350
Gorakhpur,Taramandal,Flat,4420,1,1,11,South,1079,25319786
Kanpur,Swaroop Nagar,Flat,4716,1,1,5,North-East,3288,16128581
Noida,Sector 150,Plot,4684,0,0,0,North,385,45074381
Gorakhpur,Medical Road,Flat,4557,1,1,4,North-East,896,19053286
Lucknow,Gomti Nagar,House,4263,4,4,10,West,2028,29802794
Banaras,Sigra,Plot,2821,0,0,0,West,4368,11809690
Noida,Greater Noida,Plot,3762,0,0,0,West,3764,24641761
Gorakhpur,Rustampur,Flat,4101,5,5,3,North,4406,14806390
Lucknow,Indira Nagar,Flat,1977,2,2,15,North-East,1738,11319769
Kanpur,Arya Nagar,Flat,1374,4,4,16,South,3113,5918511
Noida,Sector 62,Plot,1946,0,0,0,North,2526,13820793
Lucknow,Gomti Nagar,House,2331,1,1,12,East,4131,13234033
Kanpur,Arya Nagar,House,1311,4,4,1,North-East,3745,5577475
Lucknow,Gomti Nagar,Flat,2985,4,4,24,North-East,4656,16768598
Noida,Sector 150,Plot,3983,0,0,0,North,3307,31867394
Lucknow,Indira Nagar,Plot,4719,0,0,0,North,3263,22470681
Kanpur,Swaroop Nagar,House,4781,2,2,19,East,2653,16425600
Kanpur,Arya Nagar,Flat,4579,5,5,20,East,2322,17878988
Gorakhpur,Shahpur,Plot,672,0,0,0,East,1294,2730760
Gorakhpur,Shahpur,Flat,1373,1,1,12,East,292,12999456
Banaras,Sarnath,House,875,3,3,2,East,1946,5501767
Kanpur,Swaroop Nagar,Plot,2219,0,0,0,West,4756,6267289
Kanpur,Kidwai Nagar,Plot,1097,0,0,0,South,4450,3170191
Lucknow,Indira Nagar,Plot,2197,0,0,0,North,3099,10849002
Gorakhpur,Rustampur,Flat,4150,2,2,6,North,3684,14634113
Noida,Sector 150,Flat,2226,2,2,17,West,1387,20524562
Banaras,Sarnath,Plot,3684,0,0,0,North-East,4289,15560893
Banaras,Sigra,House,2031,4,4,1,East,2568,11647476
Gorakhpur,Medical Road,Flat,2212,1,1,4,West,3468,7929682
Noida,Greater Noida,Flat,3902,3,3,22,North-East,2910,27504527
Noida,Greater Noida,Plot,1440,0,0,0,South,1763,10675800
Kanpur,Kidwai Nagar,Flat,2934,2,2,8,North,1035,12023485
Gorakhpur,Shahpur,House,4131,5,5,20,North-East,1592,18039273
Gorakhpur,Rustampur,Plot,4863,0,0,0,South,639,21505268
Banaras,Sigra,House,2779,1,1,20,South,363,16010681
Lucknow,Indira Nagar,Flat,1837,5,5,5,North,2534,11165103
Lucknow,Hazratganj,Flat,2231,5,5,23,West,3616,14289128
Lucknow,Gomti Nagar,Plot,3101,0,0,0,West,1063,22133058
Noida,Greater Noida,House,2588,5,5,3,North,4452,16807890
Banaras,Lanka,Flat,4278,2,2,23,East,334,30284104
Kanpur,Swaroop Nagar,Flat,851,3,3,9,South,2045,4077521
Lucknow,Indira Nagar,Plot,2237,0,0,0,South,357,13313930
Kanpur,Kidwai Nagar,Flat,2269,4,4,9,East,1626,10271787
Banaras,Sarnath,Flat,1933,1,1,14,North-East,1107,10370527
Kanpur,Swaroop Nagar,Flat,3913,1,1,18,South,3842,11999069
Noida,Greater Noida,Flat,3172,2,2,11,South,782,26602898
Banaras,Sigra,Plot,4141,0,0,0,East,4167,16830419
Gorakhpur,Medical Road,House,3933,1,1,10,South,2284,15342859
Kanpur,Arya Nagar,Flat,2230,3,3,4,North-East,255,10623184
Kanpur,Arya Nagar,Flat,2638,1,1,13,North-East,2992,9119408
Gorakhpur,Medical Road,House,3480,2,2,22,West,4922,10733269
Noida,Greater Noida,House,1261,5,5,12,West,2673,10334434
Gorakhpur,Taramandal,Flat,4902,3,3,19,North,2138,25756997
Banaras,Sarnath,Flat,3226,5,5,12,East,1738,18538499
Gorakhpur,Rustampur,Plot,4322,0,0,0,North,1948,16893325
Kanpur,Kidwai Nagar,Plot,4745,0,0,0,North-East,2253,16698231
Lucknow,Gomti Nagar,Flat,1204,1,1,24,East,3982,6493116
Kanpur,Swaroop Nagar,Flat,1589,5,5,24,North-East,2695,6760254
Kanpur,Swaroop Nagar,Flat,4424,1,1,8,East,4195,13926435
Gorakhpur,Medical Road,Flat,1505,2,2,11,North,3152,5864099
Banaras,Lanka,Flat,3904,5,5,22,South,1660,27479582
Noida,Sector 150,Plot,4882,0,0,0,West,3844,35623001
Banaras,Sarnath,Plot,755,0,0,0,East,3155,3435558
Gorakhpur,Rustampur,Plot,1406,0,0,0,East,2067,5331202
Banaras,Sigra,Flat,3624,3,3,18,South,2085,18469692
Kanpur,Arya Nagar,Flat,4552,2,2,21,North-East,3201,15380292
Gorakhpur,Medical Road,House,4904,1,1,4,North,1948,19099139
Gorakhpur,Taramandal,Plot,902,0,0,0,East,1494,4904446
Kanpur,Arya Nagar,Flat,2672,5,5,16,North-East,323,13343425
Noida,Greater Noida,Flat,1272,1,1,9,East,263,11118224
Kanpur,Arya Nagar,Flat,1498,2,2,17,East,2062,5974025
Banaras,Sigra,Flat,1890,2,2,11,East,1984,10359057
Gorakhpur,Taramandal,Flat,637,2,2,6,West,1559,4282237
Gorakhpur,Shahpur,Flat,2422,2,2,6,South,3525,9135925
Lucknow,Hazratganj,Flat,1668,1,1,9,East,3861,9530912
Kanpur,Arya Nagar,Plot,4625,0,0,0,West,2395,16674262
Lucknow,Gomti Nagar,House,3378,5,5,22,South,1198,25891714
Banaras,Sarnath,House,1354,2,2,11,East,264,8132169
Noida,Greater Noida,House,4365,4,4,12,East,2968,31295469
Banaras,Sarnath,Flat,710,1,1,15,West,2023,3662003
Noida,Sector 62,Plot,3892,0,0,0,North-East,4173,24531821
Banaras,Lanka,Flat,4006,2,2,24,North,1559,26559080
Kanpur,Swaroop Nagar,Flat,3881,4,4,3,North,4284,13130708
Noida,Sector 62,House,1535,5,5,21,South,4958,9826520
Kanpur,Swaroop Nagar,Flat,4020,2,2,11,North,2760,14249859
Banaras,Lanka,Flat,3982,5,5,23,East,3940,22162388
Banaras,Sarnath,Plot,2907,0,0,0,North,2074,14572285
Kanpur,Kidwai Nagar,Plot,3786,0,0,0,North-East,734,14892563
Gorakhpur,Rustampur,Plot,4572,0,0,0,West,3320,16491624
Kanpur,Swaroop Nagar,Plot,2657,0,0,0,North-East,2556,9013316
Lucknow,Gomti Nagar,House,1662,2,2,14,South,670,13028912
Noida,Sector 62,Flat,2307,5,5,22,South,2459,18063963
Noida,Greater Noida,House,3419,1,1,21,East,988,27405148
Lucknow,Indira Nagar,Plot,4545,0,0,0,West,3677,21750379
Kanpur,Swaroop Nagar,Plot,3075,0,0,0,East,2128,10832681
Noida,Greater Noida,Plot,3632,0,0,0,North-East,1639,27172686
Banaras,Sarnath,House,4662,5,5,21,West,4226,20529239
Noida,Sector 62,Flat,3725,2,2,21,East,3281,25105642
Lucknow,Gomti Nagar,Flat,1688,2,2,3,North-East,1122,12661618
Gorakhpur,Rustampur,Plot,4657,0,0,0,West,1618,18763211
Lucknow,Hazratganj,House,4860,5,5,11,West,4911,27252819
Gorakhpur,Rustampur,Flat,2982,3,3,19,West,2935,11635535
Kanpur,Arya Nagar,Flat,2439,2,2,22,North,974,9612146
Banaras,Sigra,Plot,2513,0,0,0,East,1182,13285025
Gorakhpur,Medical Road,Flat,4930,1,1,7,East,4611,15476809
Banaras,Sarnath,Flat,3736,4,4,6,East,4027,16994049
Banaras,Sarnath,House,3094,2,2,22,West,3894,13826738
Noida,Sector 62,Plot,1557,0,0,0,North-East,2649,10919192
Banaras,Sarnath,Plot,4134,0,0,0,North-East,4970,15636282
Noida,Greater Noida,Plot,2616,0,0,0,South,2862,18070268
Gorakhpur,Shahpur,Flat,966,4,4,4,South,1339,5550241
Gorakhpur,Shahpur,House,4983,5,5,24,West,3940,17801802
Gorakhpur,Rustampur,Flat,2681,1,1,6,North-East,2168,10787455
Banaras,Sarnath,Plot,2993,0,0,0,East,809,16432636
Banaras,Lanka,Flat,1693,5,5,2,East,692,13701126
Kanpur,Arya Nagar,House,2275,1,1,11,East,3161,7452809
Lucknow,Gomti Nagar,Flat,4239,4,4,21,South,1230,32072426
Noida,Sector 62,Plot,630,0,0,0,North-East,871,4974602
Kanpur,Arya Nagar,House,3676,1,1,8,North,4608,10707851
Banaras,Lanka,Flat,3830,4,4,2,West,157,30009425
Kanpur,Kidwai Nagar,House,4869,3,3,0,South,4711,14799471
Kanpur,Swaroop Nagar,House,3146,2,2,24,North,4769,9094919
Banaras,Lanka,House,2853,3,3,12,East,4419,15388228
Noida,Greater Noida,Flat,610,4,4,22,East,1845,5754243
Banaras,Sigra,Plot,2549,0,0,0,West,1729,12919266
Lucknow,Hazratganj,Flat,1590,4,4,2,North,2298,11666186
Gorakhpur,Medical Road,Flat,856,5,5,18,North-East,1448,5266237
Lucknow,Indira Nagar,Flat,1357,1,1,19,East,3016,6534492
Kanpur,Swaroop Nagar,House,2251,5,5,4,North,2467,9813514
Gorakhpur,Rustampur,Flat,1915,4,4,4,North-East,3097,8504956
Gorakhpur,Taramandal,Flat,4708,5,5,15,East,2293,26279099
Noida,Greater Noida,Flat,3430,1,1,3,South,348,29615350
Noida,Greater Noida,Plot,1209,0,0,0,West,1445,9102395
Kanpur,Arya Nagar,Plot,4070,0,0,0,South,2350,14591379
Banaras,Lanka,Flat,1964,4,4,23,West,909,14432735
Gorakhpur,Taramandal,Flat,691,2,2,22,North,4106,3190860
Lucknow,Indira Nagar,Plot,629,0,0,0,South,4179,2841648
Lucknow,Indira Nagar,Flat,2063,1,1,23,South,1288,11673270
Lucknow,Hazratganj,Plot,2478,0,0,0,South,4485,13110907
Kanpur,Arya Nagar,Flat,2471,4,4,20,East,4359,8341983
Lucknow,Gomti Nagar,Plot,1850,0,0,0,North-East,1374,13246128
Noida,Sector 150,House,4569,1,1,19,East,2107,38962678
Banaras,Sarnath,Flat,3799,1,1,11,North-East,2849,17644620
Gorakhpur,Taramandal,House,4482,5,5,21,West,971,27256908
Banaras,Sarnath,Flat,1048,4,4,18,North,2576,6242119
Gorakhpur,Shahpur,House,3800,5,5,8,South,3010,15295388
Gorakhpur,Rustampur,Flat,952,3,3,9,North-East,891,5195819
Lucknow,Hazratganj,Flat,4711,3,3,16,East,3452,28841168
Banaras,Sarnath,Flat,2319,1,1,0,East,1956,12378290
Noida,Sector 150,Flat,4613,4,4,6,South,2151,40900207
Gorakhpur,Rustampur,Plot,3828,0,0,0,South,4023,12617661
Gorakhpur,Shahpur,Plot,3648,0,0,0,South,4290,11581232
Lucknow,Gomti Nagar,Plot,2318,0,0,0,West,563,17283881
Kanpur,Arya Nagar,House,1482,5,5,10,East,4086,6152371
Lucknow,Gomti Nagar,Flat,3722,3,3,1,East,3395,23280081
Kanpur,Arya Nagar,House,3130,4,4,23,West,932,13717911
Lucknow,Gomti Nagar,Plot,4783,0,0,0,North-East,3759,26820623
Lucknow,Gomti Nagar,Plot,1664,0,0,0,West,284,12472327
Banaras,Lanka,House,627,3,3,15,South,4022,4065963
Kanpur,Swaroop Nagar,Flat,4220,3,3,20,North,1182,16691883
Kanpur,Arya Nagar,Plot,3979,0,0,0,South,2228,13937168
Kanpur,Swaroop Nagar,Plot,3943,0,0,0,East,2137,14475984
Banaras,Lanka,House,3603,2,2,17,North,1973,23157434
Gorakhpur,Medical Road,Plot,711,0,0,0,North,3641,2449066
Gorakhpur,Medical Road,Flat,971,3,3,12,North,1942,4677372
Lucknow,Gomti Nagar,Flat,4084,4,4,21,West,2816,27333838
Lucknow,Gomti Nagar,Plot,2196,0,0,0,East,249,16998129
Gorakhpur,Shahpur,House,2966,3,3,17,East,2211,12326402
Lucknow,Hazratganj,House,4017,2,2,10,North-East,1843,27857985
Kanpur,Arya Nagar,Flat,945,2,2,7,North-East,4287,3384216
Lucknow,Hazratganj,Plot,4354,0,0,0,West,3484,25227739
Lucknow,Indira Nagar,Plot,3885,0,0,0,West,2982,18824780
Banaras,Sarnath,Flat,2827,2,2,5,North-East,2774,14349674
Lucknow,Gomti Nagar,House,808,3,3,9,East,3840,5477103
Gorakhpur,Shahpur,Flat,1872,3,3,1,North,789,9236255
Noida,Sector 62,Plot,1307,0,0,0,West,1801,9832163
Kanpur,Swaroop Nagar,House,2399,5,5,0,South,1911,11138629
Lucknow,Hazratganj,Plot,2257,0,0,0,West,3093,14208054
Kanpur,Kidwai Nagar,Flat,1968,2,2,22,East,1447,7589753
Lucknow,Gomti Nagar,Flat,4867,1,1,21,South,270,35582930
Gorakhpur,Taramandal,Plot,1458,0,0,0,West,1768,7730310
Gorakhpur,Rustampur,Flat,2345,1,1,16,East,989,9675971
Gorakhpur,Medical Road,Plot,877,0,0,0,North,4348,2787170
Lucknow,Indira Nagar,Plot,2930,0,0,0,South,3087,14290181
Banaras,Sigra,Flat,2345,5,5,3,East,4334,11710876
Lucknow,Indira Nagar,Plot,2157,0,0,0,South,4800,9065552
Gorakhpur,Rustampur,House,686,2,2,19,North-East,525,3453467
Lucknow,Indira Nagar,Flat,2229,5,5,24,South,3584,12205467
Noida,Greater Noida,Flat,3782,5,5,24,East,917,31395720
Lucknow,Indira Nagar,Plot,2957,0,0,0,North,4046,13012866
Banaras,Lanka,Flat,2839,3,3,7,North-East,3751,16973722
Lucknow,Gomti Nagar,Plot,4611,0,0,0,North-East,4429,25602614
Gorakhpur,Taramandal,Flat,2249,2,2,7,East,2037,12041444
Noida,Greater Noida,Plot,1843,0,0,0,North,3397,11893842
Noida,Sector 62,Flat,2372,2,2,22,South,4280,14498852
Lucknow,Gomti Nagar,House,2265,4,4,0,East,4994,13106891
Gorakhpur,Taramandal,Flat,2632,3,3,12,South,3892,12190077
Gorakhpur,Rustampur,House,2826,3,3,0,North-East,1004,13551907
Lucknow,Indira Nagar,House,2423,1,1,8,East,847,14616816
Noida,Sector 62,Flat,4125,2,2,14,South,4703,23870754
Kanpur,Arya Nagar,Plot,4280,0,0,0,South,4301,12600564
Lucknow,Gomti Nagar,Plot,1919,0,0,0,South,2231,12308003
Lucknow,Indira Nagar,Flat,848,1,1,11,West,2296,4643784
Kanpur,Kidwai Nagar,Flat,2437,1,1,11,North-East,3986,7435915
Noida,Greater Noida,Plot,1617,0,0,0,North-East,1983,11652772
Noida,Sector 150,Flat,2713,5,5,0,East,518,29377190
Lucknow,Gomti Nagar,Flat,662,3,3,16,South,4048,4548661
Noida,Sector 62,Plot,4270,0,0,0,West,2313,30699752
Noida,Sector 150,Flat,3683,2,2,12,North,744,36179170
Noida,Sector 150,Flat,758,5,5,9,West,252,9743722
Gorakhpur,Rustampur,Plot,2328,0,0,0,North-East,3940,7600246
Kanpur,Swaroop Nagar,Flat,4291,4,4,19,West,2522,16141103
Lucknow,Hazratganj,Flat,2658,1,1,17,West,3977,14616775
Kanpur,Kidwai Nagar,Plot,3857,0,0,0,South,4595,11185459
Kanpur,Swaroop Nagar,House,3450,3,3,0,West,4562,11253981
Banaras,Sigra,Plot,4273,0,0,0,South,2522,20696543
Banaras,Sigra,Flat,2147,5,5,0,North,1713,13534010
Banaras,Sarnath,Flat,3375,2,2,17,South,1583,18007212
Gorakhpur,Shahpur,House,4721,2,2,18,West,827,20361484
Lucknow,Gomti Nagar,Flat,3808,4,4,10,North-East,3232,24293116
Gorakhpur,Rustampur,Flat,1942,1,1,12,North-East,3697,6572871
Noida,Greater Noida,Plot,2811,0,0,0,East,4116,17673362
Kanpur,Arya Nagar,Plot,620,0,0,0,South,3699,2008940
Gorakhpur,Taramandal,Flat,3236,2,2,20,North,864,18705641
Banaras,Sigra,House,1118,1,1,24,North,629,6069132
Kanpur,Kidwai Nagar,Plot,2028,0,0,0,North,4870,5839906
Gorakhpur,Medical Road,House,1013,3,3,2,North-East,4909,3920448
Banaras,Sarnath,Flat,1165,3,3,9,South,2581,6782396
Noida,Sector 150,Plot,2796,0,0,0,North,3561,20826453
Banaras,Lanka,Plot,1731,0,0,0,North-East,2529,10648297
Kanpur,Swaroop Nagar,Flat,1791,1,1,20,East,2260,6349427
Noida,Sector 150,Flat,1727,4,4,17,North-East,4617,13353007
Kanpur,Kidwai Nagar,Flat,1062,3,3,21,North,4516,3739892
Lucknow,Gomti Nagar,House,883,3,3,18,North,1430,7216904
Lucknow,Indira Nagar,Plot,2909,0,0,0,North-East,674,17498878
Banaras,Sigra,Plot,4796,0,0,0,North,2575,23358413
Kanpur,Arya Nagar,Flat,1163,3,3,12,North,4057,4266008
Kanpur,Swaroop Nagar,Plot,2612,0,0,0,North,3251,8788874
Gorakhpur,Rustampur,Flat,4585,5,5,9,North-East,4710,15603065
Noida,Greater Noida,House,1663,3,3,13,South,4257,10793170
Noida,Sector 150,House,2308,5,5,7,North-East,3066,20585434
Kanpur,Kidwai Nagar,Flat,627,2,2,1,North,1032,3312201
Kanpur,Kidwai Nagar,Plot,1826,0,0,0,West,4812,5266387
Noida,Sector 62,Flat,3908,5,5,22,East,2654,28459270
Gorakhpur,Rustampur,Plot,3435,0,0,0,South,3806,11627300
Gorakhpur,Medical Road,Plot,2705,0,0,0,North,1388,11008843
Lucknow,Gomti Nagar,Plot,2928,0,0,0,South,1485,20531997
Lucknow,Indira Nagar,Plot,2224,0,0,0,East,3073,11063591
Banaras,Sarnath,Plot,1989,0,0,0,North,255,11439710
Kanpur,Kidwai Nagar,Flat,3889,1,1,10,North,4187,12187636
Kanpur,Arya Nagar,Flat,3208,5,5,24,North,4240,10956758
Banaras,Lanka,Flat,3672,3,3,10,East,525,27809848
Gorakhpur,Rustampur,Flat,1641,5,5,4,North,1003,9289465
Lucknow,Hazratganj,Flat,2948,1,1,23,West,1457,20028744
Noida,Greater Noida,Plot,4262,0,0,0,South,4809,24393811
Noida,Sector 150,Plot,4489,0,0,0,North-East,4821,29718822
Lucknow,Indira Nagar,Flat,2853,3,3,15,North-East,2591,15777805
Kanpur,Arya Nagar,Flat,4772,3,3,4,West,2602,17265873
Noida,Sector 150,Flat,4335,5,5,9,East,823,43727110
Lucknow,Hazratganj,Flat,2162,4,4,20,South,163,17582023
Gorakhpur,Rustampur,House,2443,5,5,12,South,1481,11636857
Banaras,Sarnath,Flat,4561,2,2,24,East,1446,23748038
Banaras,Sarnath,Plot,3092,0,0,0,West,297,17638265
Lucknow,Indira Nagar,Plot,1279,0,0,0,South,4908,5380013
Kanpur,Swaroop Nagar,Flat,2205,4,4,7,North,3149,8767328
Noida,Sector 62,House,4346,5,5,13,North,3470,30095072
Gorakhpur,Medical Road,House,1506,2,2,18,East,1513,6623238
Banaras,Lanka,Plot,1672,0,0,0,West,4507,8650497
Gorakhpur,Taramandal,Flat,3438,4,4,17,North-East,994,20516584
Noida,Sector 150,Flat,1242,5,5,15,North-East,1269,13055546
Noida,Sector 150,Flat,1466,1,1,8,North-East,529,14135812
Banaras,Sigra,Plot,1882,0,0,0,East,430,10452812
Banaras,Sigra,Plot,2339,0,0,0,East,2142,11505650
Kanpur,Kidwai Nagar,House,4555,1,1,3,North-East,2407,16200021
Kanpur,Swaroop Nagar,Plot,3806,0,0,0,South,2655,13212606
Lucknow,Hazratganj,Flat,2238,5,5,12,North,4693,13382846
Banaras,Sigra,House,4878,1,1,9,North,4665,19480748
Lucknow,Gomti Nagar,Flat,2809,1,1,3,South,3960,16465209
Kanpur,Arya Nagar,Plot,2738,0,0,0,South,3189,9262210
Gorakhpur,Medical Road,Plot,675,0,0,0,West,4697,2110753
Lucknow,Indira Nagar,Flat,1076,3,3,6,East,2821,6561830
Banaras,Sarnath,Plot,1490,0,0,0,East,2483,7151964
Noida,Sector 62,Flat,869,2,2,16,West,2426,6622690
Gorakhpur,Taramandal,Plot,1318,0,0,0,North-East,4358,5613092
Noida,Sector 150,Flat,3850,3,3,24,South,479,37962861
Kanpur,Swaroop Nagar,Flat,4486,4,4,20,East,284,20046659
Kanpur,Kidwai Nagar,Flat,2769,1,1,11,North-East,4797,8139260
Gorakhpur,Rustampur,Plot,3061,0,0,0,South,4465,9657321
Lucknow,Indira Nagar,House,1340,5,5,18,South,3668,7847621
Lucknow,Indira Nagar,House,3553,1,1,18,East,2591,17825622
Gorakhpur,Rustampur,Plot,3205,0,0,0,North-East,2426,11968026
Gorakhpur,Medical Road,Plot,4451,0,0,0,East,4756,13473586
Lucknow,Hazratganj,Flat,1135,3,3,23,South,1229,8758408
Kanpur,Kidwai Nagar,Plot,2633,0,0,0,North,4976,7265226
Kanpur,Kidwai Nagar,Plot,3092,0,0,0,South,3184,9923400
Gorakhpur,Medical Road,Plot,4042,0,0,0,South,1504,16405558
Kanpur,Arya Nagar,Plot,4551,0,0,0,East,1017,18054867
Banaras,Lanka,House,4787,3,3,21,West,4783,24642393
Kanpur,Arya Nagar,Flat,3418,1,1,1,East,1875,12988611
Kanpur,Arya Nagar,Flat,2271,1,1,10,North,1342,8816930
Noida,Greater Noida,House,4186,5,5,2,North,4616,25544092
Noida,Greater Noida,Flat,2005,4,4,0,North,2132,16754210
Lucknow,Indira Nagar,Flat,1269,2,2,9,East,1381,7618294
Banaras,Lanka,Flat,3668,2,2,20,North-East,4335,19748907
Gorakhpur,Rustampur,Flat,620,5,5,16,East,3559,3700815
Noida,Sector 150,House,2144,5,5,0,East,2869,19064903
Noida,Greater Noida,Plot,4784,0,0,0,North-East,4002,29135360
Banaras,Sarnath,Plot,2543,0,0,0,East,4601,10113035
Gorakhpur,Medical Road,Flat,2586,3,3,1,North-East,3080,10599318
Banaras,Sarnath,House,3949,4,4,12,North-East,1510,21614178
Kanpur,Kidwai Nagar,Flat,2511,2,2,9,North-East,2309,9549313
Kanpur,Arya Nagar,Flat,2993,4,4,2,North,1387,13387992
Gorakhpur,Medical Road,Plot,3167,0,0,0,North,4668,9981695
Kanpur,Arya Nagar,Plot,3916,0,0,0,East,2142,14256504
Banaras,Sarnath,Plot,4528,0,0,0,West,690,24674070
Lucknow,Indira Nagar,Flat,2492,4,4,19,North,2424,13993447
Gorakhpur,Rustampur,Flat,2614,5,5,1,East,4759,9554508
Noida,Sector 62,Flat,2322,1,1,0,West,67,19585466
Noida,Sector 150,Plot,1771,0,0,0,West,2133,15428482
Gorakhpur,Medical Road,Plot,1440,0,0,0,East,2165,5532320
Banaras,Lanka,Flat,4224,4,4,18,East,863,31263065
Lucknow,Indira Nagar,House,2567,3,3,0,North,2465,14843281
Banaras,Lanka,House,3301,2,2,13,West,4424,17558259
Noida,Sector 62,Flat,2526,1,1,15,East,3187,16575732
Noida,Sector 62,Flat,3828,3,3,23,West,4384,23580800
Kanpur,Swaroop Nagar,Flat,1325,3,3,20,West,2626,5363712
Banaras,Lanka,Plot,1061,0,0,0,East,1023,7268100
Banaras,Sarnath,House,3090,1,1,13,North-East,2695,15162593
Lucknow,Hazratganj,House,1300,5,5,15,South,1568,11094633
Noida,Greater Noida,Plot,1006,0,0,0,East,1709,7531151
Noida,Sector 150,Plot,4949,0,0,0,West,430,49493847
Noida,Sector 62,House,4934,1,1,6,East,998,40560329
Banaras,Lanka,Plot,1794,0,0,0,South,1297,11606523
Noida,Greater Noida,Flat,1453,2,2,11,East,3412,9950341
Kanpur,Kidwai Nagar,Flat,3945,3,3,6,West,2678,15012481
Kanpur,Arya Nagar,Plot,3000,0,0,0,North,1508,11235651
Lucknow,Indira Nagar,House,4526,1,1,24,East,3800,21346929
Banaras,Sarnath,Plot,1813,0,0,0,South,566,9888914
Noida,Sector 150,Flat,2502,5,5,15,South,2970,21704657
Kanpur,Arya Nagar,Flat,1311,3,3,23,West,4598,4362009
Banaras,Sigra,Flat,4761,5,5,20,North,4666,20443909
Banaras,Lanka,Flat,4831,5,5,23,South,1951,32975425
Banaras,Sarnath,Plot,2898,0,0,0,North-East,728,16299799
Lucknow,Indira Nagar,Plot,4289,0,0,0,West,4328,18557011
Noida,Sector 150,Flat,1493,2,2,22,South,3144,12331948
Kanpur,Kidwai Nagar,Plot,3271,0,0,0,West,1793,12017191
Noida,Sector 150,Flat,4349,3,3,15,East,4270,32806438
Gorakhpur,Medical Road,Plot,3657,0,0,0,North,1957,13978021
Banaras,Sarnath,House,669,4,4,17,North,4786,3600702
Kanpur,Kidwai Nagar,House,3363,4,4,20,East,74,15060415
Kanpur,Kidwai Nagar,Flat,4632,1,1,13,North,1498,17351781
Noida,Sector 150,Flat,4860,1,1,22,South,4471,33777347
Banaras,Lanka,Flat,4662,2,2,21,North-East,3887,26243691
Kanpur,Arya Nagar,Flat,738,4,4,0,North,3009,4163078
Noida,Greater Noida,Flat,1276,5,5,3,South,285,12797074
Kanpur,Kidwai Nagar,Flat,2217,3,3,20,West,1875,8753819
Gorakhpur,Medical Road,House,1893,3,3,10,South,4587,6562800
Banaras,Sigra,Plot,4708,0,0,0,South,1998,23752670
Kanpur,Swaroop Nagar,Flat,703,3,3,9,East,2471,3469301
Noida,Greater Noida,Plot,3037,0,0,0,East,2645,21443298
Gorakhpur,Rustampur,Plot,2957,0,0,0,West,1591,12070388
Banaras,Sigra,Flat,3567,3,3,21,West,3246,17324442
Gorakhpur,Medical Road,House,4718,1,1,7,North,4028,16094956
Lucknow,Gomti Nagar,Flat,4915,4,4,18,East,1398,36357047
Noida,Greater Noida,House,3343,3,3,17,North,924,27346528
Kanpur,Arya Nagar,House,882,5,5,14,North,4279,4062157
Noida,Greater Noida,House,2850,5,5,1,North,2876,21476380
Banaras,Lanka,Plot,4665,0,0,0,East,2275,29468730
Kanpur,Kidwai Nagar,Plot,1570,0,0,0,North-East,4392,4683219
Lucknow,Hazratganj,Flat,1395,3,3,13,East,4940,8126305
Kanpur,Arya Nagar,Flat,3349,5,5,12,North,2462,13272327
Gorakhpur,Medical Road,Flat,4807,2,2,11,East,2329,19072366
Gorakhpur,Shahpur,Plot,819,0,0,0,West,3876,2684705
Noida,Sector 150,House,1598,4,4,24,South,1679,15052752
Kanpur,Swaroop Nagar,Plot,2279,0,0,0,East,1437,8539045
Noida,Greater Noida,Plot,4380,0,0,0,South,2134,32179057
Kanpur,Kidwai Nagar,Flat,733,5,5,12,North-East,860,5038203
